노드아이디,노드유형,노드명칭,회전제한유무,노드영문명,엑스좌표,와이좌표,이전노드아이디,편집일자,비고
1120010100,도로교차점,충암스포츠센타,N,Chungamseupocheusenta,127,38,1110002000,2008-05-10,
1010008800,도로시설물,명동역지하차도서,Y,Myeongdongyeokjihachadoseo,127,38,1010001700,2008-05-10,
1150014300,도로교차점,강서농수산물도매시장시장도매인동,N,Gangseonongsusanmuldomaesijangsijangdomaeindong,127,38,1150000400,2008-05-10,
1010009200,도로교차점,동북아문화연구원,N,Dongbugamunhwayeonguwon,127,38,1010001900,2008-05-10,
1120005900,도로시설물,사천교앞,N,Sacheongyoap,127,38,1120002100,2008-05-10,
1110007600,도로교차점,마이골프랜드,N,Maigolpeuraendeu,127,38,1110000500,2008-05-10,
1160009600,도로교차점,구로변전소앞,N,Gurobyeonjeonsoap,127,37,1160003800,2008-05-10,
1010006900,도로교차점,서부역,Y,Seobuyeok,127,38,1010000800,2008-05-10,
1140020500,도로교차점,이용민치과앞,N,Iyongminchigwaap,127,38,1150000100,2008-05-10,
1130013400,도로교차점,청기와예식장,N,Cheonggiwayesikjang,127,38,1130005700,2008-05-10,
1150008600,도로교차점,신정여상(보),N,Sinjeongyeosang(Bo),127,38,1150003600,2008-05-10,
1130013700,도로교차점,홍익한의원앞,N,Hongikanuiwonap,127,38,1130006100,2008-05-10,
1080008200,도로교차점,북부경찰서입구,N,Bukbugyeongchalseoipgu,127,38,1080002700,2008-05-10,
1080008000,도로교차점,수유5동사무소,N,Suyu5Dongsamuso,127,38,1080002400,2008-05-10,
1000013600,도로시설물,구기터널동,N,Gugiteoneoldong,127,38,1000006500,2008-05-10,
1110011400,도로교차점,대조동사무소,N,Daejodongsamuso,127,38,1110004500,2008-05-10,
1070008200,도로교차점,녹십자약국,N,Noksipjayakguk,127,38,1070002100,2008-05-10,
1000008500,도로교차점,동아아파트,N,Donga Apt.,127,38,1000000100,2008-05-10,
1150010400,도로교차점,신월초교,N,Sinwolchogyo,127,38,1150004000,2008-05-10,
1010011800,도로교차점,방산종합시장,Y,Bangsanjonghapsijang,127,38,1010004700,2008-05-10,
1160008200,도로교차점,궁동3R,N,Gung-dong3R,127,37,1160000400,2008-05-10,
1150017400,도로교차점,근린공원4R,N,Geullingongwon4R,127,38,1150005200,2008-05-10,
1130012200,도로교차점,합정공원(보),N,Hapjeonggongwon(Bo),127,38,1130000900,2008-05-10,
1140018700,도로교차점,월정초교정문앞,N,Woljeongchogyojeongmunap,127,38,1140010700,2008-05-10,
1130009400,도로교차점,이종경동물병원,N,Ijonggyeongdongmulbyeongwon,127,38,1020004200,2008-05-10,
1120004300,도로교차점,신촌현대백화점,Y,Sinchonhyeondaebaekwajeom,127,38,1120000300,2008-05-10,
1140016100,도로교차점,성광한의원,N,Seonggwanghanuiwon,127,38,1140006600,2008-05-10,
1160010200,도로교차점,기준카센터,N,Gijunkasenteo,127,37,1160000700,2008-05-10,
1160007700,도로교차점,오류지하차도입구R,N,OryujihachadoipguR,127,37,1160002400,2008-05-10,
1130013200,도로교차점,동교초교,N,Donggyochogyo,127,38,1130005800,2008-05-10,
1090007800,도로교차점,연세한의원,N,Yeonsehanuiwon,127,38,1090003100,2008-05-10,
1080004200,도로교차점,미아6동우편취급소앞,N,Mia6Dongupyeonchwigeupsoap,127,38,1070004500,2008-05-10,
1120007300,도로교차점,삼호아파트,N,Samho Apt.,127,38,1000002400,2008-05-10,
1010011100,도로교차점,중부시장앞,Y,Jungbusijangap,127,38,1010004700,2008-05-10,
1090006800,도로교차점,창동구민회관앞,N,Changdongguminhoegwanap,127,38,1090002000,2008-05-10,
1140015800,도로교차점,삼육외국어학원,N,Samyugoegugeohagwon,127,38,1140005700,2008-05-10,
1110012600,도로교차점,경산빌딩 앞,Y,Gyeongsan Bldg. Ap,127,38,1110000900,2008-05-10,
1150010600,도로교차점,까치산식당,N,Kkachisansikdang,127,38,1140011600,2008-05-10,
1080007400,도로교차점,온누리대성약국,N,Onnuridaeseongyakguk,127,38,1080001800,2008-05-10,
1210016300,도로교차점,신반포아파트3단지342동앞,N,Sinbanpoapateu3-danji342Dongap,127,38,,2008-04-08,
1210009000,도로시설물,양재하나로클럽,Y,Yangjaehanarokeulleop,127,37,,2008-04-08,
1220011600,도로교차점,강남공고,N,Gangnamgonggo,127,37,,2008-04-08,
1090005900,도로교차점,도봉등기소,N,Dobong Registry Office,127,38,1090001900,2008-05-10,
1060007300,도로교차점,중랑견인차량보관소,N,Jungnanggyeonincharyangbogwanso,127,38,1060000100,2008-05-10,
1060013300,도로교차점,신내우체국,N,Sinnaeucheguk,127,38,1060006200,2008-05-10,
1140020200,도로교차점,양동중학교,N,Yangdong Middle School,127,38,1140011000,2008-05-10,
1000012200,도로교차점,유니세프한국위원회,N,Yunisepeuhangugwiwonhoe,127,38,1000003500,2008-05-10,
1000012100,도로교차점,효자동사무소앞,N,Hyojadongsamusoap,127,38,1000003900,2008-05-10,
1070008300,도로교차점,개운산입구,N,Gaeunsanipgu,127,38,1050005000,2008-05-10,
1120011100,도로교차점,서울여자간호대학입구,N,Seouryeojaganhodaehagipgu,127,38,1000006300,2008-05-10,
1150016400,도로교차점,공항동농협앞삼거리,Y,Gonghangdongnonghyeobapsamgeori,127,38,1150005300,2008-05-10,
1110013300,도로교차점,입곡,N,Ipgok,127,38,1110001300,2008-05-10,
1010012400,도로교차점,오간수교남단,Y,Ogansugyonamdan,127,38,1000002200,2008-05-10,
1130015600,도로교차점,상암어린이집,N,Sangameorinijip,127,38,1130003000,2008-05-10,
1130015400,도로교차점,중동청구아파트,Y,Jung-dong Cheonggu Apt.,127,38,1110000200,2008-05-10,
1120008300,도로교차점,증산교,Y,Jeungsangyo,127,38,1110000200,2008-05-10,
1080007100,도로교차점,번동초교(보),N,Beondongchogyo(Bo),127,38,1080001600,2008-05-10,
1080007300,도로교차점,번2동우체국,N,Beon2Dongucheguk,127,38,1080001900,2008-05-10,
1160015200,도로교차점,스카이뷰아파트,N,Seukaibyu Apt.,127,38,1160001200,2008-05-10,
1140014700,도로교차점,양화운수(보),N,Yanghwaunsu(Bo),127,38,1140004600,2008-05-10,
1110011000,도로교차점,고시원(대조초등학교앞),N,Gosiwon(Daejochodeunghakgyoap),127,38,1110000800,2008-05-10,
1150014100,도로교차점,조흥은행등촌동지점,N,Joheungeunhaengdeungchondongjijeom,127,38,1150000600,2008-05-10,
1180028400,도로시설물,영공조명,Y,Yeonggongjomyeong,127,38,,,
1010009100,도로교차점,진양상가,Y,Jinyangsangga,127,38,1010001800,2008-05-10,
1150013600,도로교차점,수협직판장,N,Suhyeopjikpanjang,127,38,1150000400,2008-05-10,
1010011000,도로교차점,대림상가앞,Y,Daerimsanggaap,127,38,1010004600,2008-05-10,
1010010200,도로교차점,풍전호텔앞,Y,Pungjeonhoterap,127,38,1010002800,2008-05-10,
1020012300,도로교차점,문배동,N,Munbae-dong,127,38,1020003600,2008-05-10,
1000011600,도로교차점,합동청사,N,Hapdongcheongsa,127,38,1000003500,2008-05-10,
1000013000,도로시설물,자하문터널남단,N,Jahamunteoneollamdan,127,38,1000005500,2008-05-10,
1070007900,도로교차점,송림갈비,N,Songnimgalbi,127,38,1070002200,2008-05-10,
1090005200,도로교차점,번창교,N,Beonchanggyo,127,38,1090000500,2008-05-10,
1080006700,도로교차점,번동새마을금고,N,Beondongsaemaeulgeumgo,127,38,1080001500,2008-05-10,
1090005000,도로교차점,외환은행창동대우APT상가점,N,OehwaneunhaengchangdongdaeuAPTSanggajeom,127,38,1090000500,2008-05-10,
1120005100,도로교차점,연희동성당앞,N,Yeonhuidongseongdangap,127,38,1120002100,2008-05-10,
1120010600,도로교차점,홍제초등교,Y,Hongjechodeunggyo,127,38,1120001000,2008-05-10,
1150011500,도로교차점,영인운수(보),N,Yeonginunsu(Bo),127,38,1140011600,2008-05-10,
1070012200,도로교차점,도원교통,N,Dowongyotong,127,38,1070000700,2008-05-10,
1010008700,도로시설물,뉴오리엔탈호텔,Y,Nyuorientalhotel,127,38,1010001700,2008-05-10,
1080004400,도로교차점,송중초등교,Y,Songjungchodeunggyo,127,38,1080000500,2008-05-10,
1110008500,도로교차점,한주쇼핑,N,Hanjusyoping,127,38,1110003100,2008-05-10,
1130014100,도로교차점,상암교,N,Sangamgyo,127,38,1130006700,2008-05-10,
1050011000,도로교차점,동대문등기소앞,N,Dongdaemundeunggisoap,127,38,1000001300,2008-05-10,
1000012400,도로교차점,무궁화동산,N,Mugunghwadongsan,127,38,1000005200,2008-05-10,
1000012700,도로교차점,로마교황청대사관,N,Romagyohwangcheongdaesagwan,127,38,1000005200,2008-05-10,
1110010700,도로시설물,구기터널서,N,Gugiteoneolseo,127,38,1000006500,2008-05-10,
1130010200,도로교차점,공덕사회복지회관,Y,Gongdeoksahoebokjihoegwan,127,38,1130000600,2008-05-10,
1110009000,도로교차점,굿모닝의원,N,Gunmoninguiwon,127,38,1110000600,2008-05-10,
1010010400,도로교차점,조선호텔,Y,The Westin Chosun,127,38,1010002600,2008-05-10,
1130009800,도로교차점,혈액원,N,Hyeoraegwon,127,38,1130000400,2008-05-10,
1010008900,도로교차점,퇴계로2가(극동빌딩),Y,Toegyero2Ga(Keukdong Bldg.),127,38,1010001800,2008-05-10,
1220015000,도로교차점,미도아파트앞,N,Midoapateuap,127,37,1220005800,2008-05-10,
1220013100,도로교차점,타워팰리스3차,N,Tawopaelliseu3-cha,127,37,1220004300,2008-05-10,
2270024000,IC및JC,서하남IC진입,N,SeohanamICJinip,127,38,,2007-08-16,
2180044102,IC및JC,통일로IC진출입북단,N,TongilloICJinchuripbukdan,127,38,2180044100,2007-07-31,
2180044103,IC및JC,통일로IC진출입남단,N,TongilloICJinchurimnamdan,127,38,2180044100,2007-07-31,
1220014200,도로교차점,타월팰리스2앞,N,Tawolpaelliseu2Ap,127,37,1220004900,2008-05-10,
2100021401,도로교차점,중동IC진출,N,Jung-dongICJinchul,127,38,,2007-08-22,
1210016900,도로시설물,반포대교남단사거리,Y,Banpodaegyonamdansageori,127,38,1210007000,2008-05-10,
1020007100,도로교차점,서빙고역녹지대,N,Seobinggoyeongnokjidae,127,38,1020001300,2008-05-10,
1220014700,도로교차점,대치초등학교앞,N,Daechichodeunghakgyoap,127,37,1220004900,2008-05-10,
1220014800,도로교차점,강남선경아파트,N,Gangnamseongyeong Apt.,127,37,1220004900,2008-05-10,
1210014900,도로교차점,삼호아파트앞,N,Samhoapateuap,127,38,1210006000,2008-05-10,
2190000101,IC및JC,장항IC진입,N,JanghangICJinip,127,38,2190000100,2007-07-31,
1150014400,도로교차점,KBS88체육관,Y,KBS 88 Gymnasium,127,38,1150000700,2008-05-10,
1050010700,도로교차점,신설동로터리,N,Sinseoldongnoteori,127,38,1000001300,2008-05-10,
1130012100,도로교차점,서강대(보),N,Sogang Univ.(Bo),127,38,1130004800,2008-05-10,
1120004900,도로교차점,연세공학연구센타,Y,Yeonsegonghagyeongusenta,127,38,1120001800,2008-05-10,
1070008500,도로시설물,삼청터널북,N,Samcheongteoneolbuk,127,38,1000005800,2008-05-10,
1070008700,도로교차점,팔정사,N,Paljeongsa,127,38,1000005800,2008-05-10,
1070008800,도로교차점,한국전사(주),N,Hangukjeonsa(Ju),127,38,1000005800,2008-05-10,
1200014300,속성변화점,관악초등교(보),N,Gwanakchodeunggyo(Bo),127,37,1200011700,2008-05-23,
1150012800,도로교차점,우장공원입구바이더웨이앞,N,Ujanggongwonipgubaideoweiap,127,38,,2008-04-08,
1180028600,도로교차점,해태제과(주),N,"Haitai Confectionery Co.,Ltd.",127,38,,2008-04-08,
1200010100,도로교차점,믿음약국,N,Mideumyakguk,127,37,,2008-04-08,
1190005600,도로교차점,한창빌딩앞,N,Hanchangbildingap,127,38,,2008-04-08,
1070000900,도로시설물,정릉터널북단진입,N,Jeongneungteoneolbukdanjinip,127,38,,2008-04-08,
1180018600,도로시설물,영등포고가북단,Y,Yeongdeungpogogabukdan,127,38,1180000300,2008-05-10,
1180011500,도로교차점,동일빌딩,N,Dongil Bldg.,127,37,1180002800,2008-05-10,
1180011700,도로교차점,대림3PB,N,Daerim3PB,127,37,1180002700,2008-05-10,
1200011700,도로교차점,린나이앞,N,Rinnaiap,127,37,1200003000,2008-05-10,
1180021000,도로교차점,롯데캐슬엠파이어,N,Rotdekaeseurempaieo,127,38,1180006300,2008-05-10,
1230020200,도로교차점,동양시스템즈,N,Tong Yang Systems,127,38,1230006000,2008-05-10,
1180018200,도로교차점,문래카센타앞,N,Mullaekasentaap,127,38,1180005200,2008-05-10,
1170006800,도로교차점,신세계물산,N,Sinsegyemulsan,127,37,1170001900,2008-05-10,
1180027000,도로시설물,선유고가차도북단,Y,Seonyugogachadobukdan,127,38,1180011800,2008-05-10,
1200011000,도로교차점,두산APT,N,DusanAPT,127,37,1200002300,2008-05-10,
1220012100,속성변화점,수서차량지하철기지,N,Suseocharyangjihacheolgiji-(Sayongjajeonguinodeu),127,37,1220000700,2008-05-10,
1040006600,도로교차점,전주기사식당,N,Jeonjugisasikdang,127,38,1040003100,2008-05-10,
1190005900,도로교차점,상도건영,N,Sangdogeonyeong,127,38,1190001600,2008-05-10,
1160010900,도로교차점,동양공업전문대학,Y,Dongyang Tech. Coll.,127,37,1160000800,2008-05-10,
1190007400,도로교차점,국정교과서앞,N,Gukjeonggyogwaseoap,127,38,1190001100,2008-05-10,
1020009000,도로시설물,한남2고가차도,Y,Hannam2Gogachado,127,38,1020000600,2008-05-10,
1230021900,도로교차점,동부노동사무소,N,Dongbunodongsamuso,127,38,1230006600,2008-05-10,
1180016000,도로교차점,전광선내과,N,Jeongwangseonnaegwa,127,38,1180004500,2008-05-10,
1180020400,도로교차점,경원극장,N,Gyeongwongeukjang,127,38,1180000600,2008-05-10,
1030008200,도로시설물,케틀러스포츠,Y,Keteulleoseupocheu,127,38,1030000900,2008-05-10,
1200006800,도로시설물,동방2교남단,N,Dongbang2Gyonamdan,127,37,1200000600,2008-05-10,
1240010300,도로교차점,대동피렌체상가,N,Daedongpirenchesangga,127,38,1040001100,2008-05-10,
1160010400,도로교차점,대진운수,N,Daejinunsu,127,37,1160003900,2008-05-10,
1030008300,도로교차점,금호벽산아파트입구,N,Geumhobyeoksanapateuipgu,127,38,1030002800,2008-05-10,
1140013200,도로교차점,양천빌딩,Y,Yangcheon Bldg.,127,38,1140000500,2008-05-10,
1240008900,도로교차점,성내국민은행,N,Seongnaegungmineunhaeng,127,38,1230010800,2008-05-10,
1160009300,도로시설물,911정비,Y,911Jeongbi,127,37,1160003700,2008-05-10,
1170005500,도로교차점,여포빌딩앞,Y,Yeopobildingap,127,37,1170000300,2008-05-10,
1140013900,속성변화점,신정동대림아파트,N,Sinjeongdongdaerim Apt.,127,38,1140003000,2008-05-10,
1170006400,도로교차점,롯데마그넷,N,Lotte Magnet,127,37,1170001900,2008-05-10,
1230019400,도로교차점,잠전초교입구,N,Jamjeonchogyoipgu,127,38,1230005700,2008-05-10,
1020007200,도로교차점,풍산교회,N,Pungsangyohoe,127,38,1020001400,2008-05-10,
1160015000,도로시설물,궁동터널서,N,Gungdongteoneolseo,127,38,1140000500,2008-05-10,
1160014900,도로교차점,궁동삼거리,N,Gungdongsamgeori,127,38,1140000500,2008-05-10,
1230023900,도로교차점,금안빌딩,N,Geuman Bldg.,127,38,1230011000,2008-05-10,
1170007700,도로시설물,수출의다리남단,Y,Suchuruidarinamdan,127,37,1170002600,2008-05-10,
1230019900,도로교차점,삼우카센터,N,Samukasenteo,127,38,1230006100,2008-05-10,
1220010400,도로교차점,강남자동차검사소,Y,Gangnamjadongchageomsaso,127,37,1220003100,2008-05-10,
1140014800,도로교차점,신정웨딩파크,Y,Sinjeongwedingpakeu,127,38,1140004600,2008-05-10,
1030007600,도로교차점,국민은행금호동,N,Gungmineunhaenggeumhodong,127,38,1030002800,2008-05-10,
1230022000,도로교차점,현대월드빌라트,Y,Hyeondaewoldeubillateu,127,38,1230007700,2008-05-10,
1170005800,도로교차점,금천소망교회앞,N,Geumcheonsomanggyohoeap,127,37,1170001600,2008-05-10,
1230016000,도로교차점,가락한라APT,N,GarakallaAPT,127,37,1230004100,2008-05-10,
1200011900,도로교차점,남도전기,N,Namdojeongi,127,37,1200003100,2008-05-10,
1230023100,도로교차점,잠실장미쇼핑,N,Jamsiljangmisyoping,127,38,1230001900,2008-05-10,
1200011600,도로시설물,강남빌딩,N,Gangnam,127,37,1200002500,2008-05-10,
1190004400,도로교차점,장성교회,N,Jangseonggyohoe,127,38,1190001000,2008-05-10,
1040006800,도로시설물,올림픽북사거리,Y,Ollimpikbuksageori,127,38,1040003400,2008-05-10,
1230012500,도로교차점,올림픽훼미리타운,N,Ollimpikwemiritaun,127,37,1230001000,2008-05-10,
1100024600,도로교차점,양지교,N,Yangjigyo,127,38,1100008600,2008-05-10,
1070012700,도로교차점,석관초교앞,N,Seokgwanchogyoap,127,38,1070004900,2008-05-10,
1100021800,도로교차점,삼화빌딩,N,Samhwa Bldg.,127,38,1100006200,2008-05-10,
1040008200,도로교차점,영화사입구삼거리,N,Yeonghwasaipgusamgeori,127,38,,2008-04-08,
1050008000,도로시설물,답십리우체국,Y,Dapsimniucheguk,127,38,1050001900,2008-05-10,
1050012300,도로교차점,전농1동사무소,N,Jeonnong1Dongsamuso,127,38,1050003000,2008-05-10,
1100017100,도로교차점,비선아파트,N,Biseon Apt.,127,38,1100000400,2008-05-10,
1060010800,도로교차점,신내아파트,N,Sinnae Apt.,127,38,1060005300,2008-05-10,
1200008900,도로교차점,낙성대LG주유소,N,NakseongdaeLGJuyuso,127,37,,2008-04-08,
1220018700,도로교차점,유화빌딩,N,Yuhwa Bldg.,127,38,,2008-04-08,
1100026600,도로교차점,기독의원,N,Gidoguiwon,127,38,1100009200,2008-05-10,
1190003000,도로교차점,도림교,N,Dorimgyo,127,37,,2008-04-08,
1230021400,도로교차점,문화외국어학원앞,N,Munhwaoegugeohagwonap,127,38,,2008-04-08,
1050010900,도로교차점,장안LPG(보),N,JanganLPG(Bo),127,38,1050002400,2008-05-10,
1100023800,도로교차점,신안동진,N,Sinandongjin,127,38,1100008400,2008-05-10,
1200008100,도로교차점,봉천11동기업은행앞,N,Bongcheon11Donggieobeunhaengap,127,37,,2008-04-08,
1100027100,도로교차점,상계10단지앞,N,Sanggye10Danjiap,127,38,1100002500,2008-05-10,
1100021700,도로교차점,중계동까르프,N,Junggyedongkkareupeu,127,38,1100001200,2008-05-10,
1030007900,도로교차점,응봉지하차도출구,N,Eungbongjihachadochulgu,127,38,,2008-04-08,
1060012400,도로교차점,신내차량기지입구R,N,SinnaecharyanggijiipguR,127,38,,2008-04-08,
1200005300,도로교차점,서울대운동장,N,Seouldaeundongjang,127,37,,2008-04-08,
1110010100,도로시종점,서울시립서북병원,N,Seoulsiripseobukbyeongwon,127,38,,2008-04-08,
1150016600,도로교차점,주공아파트앞,N,Jugongapateuap,127,38,,2008-04-08,
1230020600,도로교차점,동서울화훼단지출구,N,Dongseoulhwahwedanjichulgu,127,38,1230006400,2008-05-10,
1160011400,도로시설물,중앙유통단지,Y,Jungang Distribution Complex,127,38,1160001000,2008-05-10,
1230021600,도로교차점,성미빌딩앞,N,Seongmibildingap,127,38,1230007600,2008-05-10,
1180027200,도로교차점,당서초교후문,N,Dangseochogyohumun,127,38,1180019000,2008-05-10,
1240011400,도로교차점,한국시각장애인복지관,N,Hanguksigakjangaeinbokjigwan,127,38,1240005600,2008-05-10,
1240009500,도로교차점,길동시장(보),N,Gildongsijang(Bo),127,38,1240000100,2008-05-10,
1230022800,도로교차점,향군회관,N,Hyanggun Center,127,38,1230001900,2008-05-10,
1160006900,도로시설물,오류고가차도남단,Y,Oryugogachadonamdan,127,37,1160002400,2008-05-10,
1230013800,도로교차점,중앙전파관리소,N,Jungangjeonpagwalliso,127,37,1230001100,2008-05-10,
1180022900,도로교차점,여의도우체국,N,Yeouido Post Office,127,38,1180007200,2008-05-10,
1160012300,도로시설물,고척지하차도북단,Y,Gocheokjihachadobukdan,127,38,1140000600,2008-05-10,
1240010400,속성변화점,한강시민공원진입로,N,Hangangsimingongwonjinimno,127,38,1040001100,2008-05-10,
1130008700,도로교차점,일식해강앞,N,Ilsikaegangap,127,38,1130000200,2008-05-10,
1020008700,도로교차점,유미빌딩,N,Yumi Bldg.,127,38,1020002300,2008-05-10,
1130010000,도로교차점,의료보험공단,N,Uiryoboheomgongdan,127,38,1130000400,2008-05-10,
1150010500,도로교차점,대일고교앞,Y,Daeilgogyoap,127,38,1150003800,2008-05-10,
1230015600,도로교차점,탄천유수지,N,Tancheonyusuji,127,37,1230003800,2008-05-10,
1140017500,도로교차점,태영운수,N,Taeyeongunsu,127,38,1140005000,2008-05-10,
1200005700,도로교차점,서울대학교체육관앞,N,Seouldaehakgyocheyukgwanap,127,37,1200000600,2008-05-10,
1240012700,도로교차점,삼성광나루아파트101동,N,Samsung Gwangnaru Apt.101-dong,127,38,1240006300,2008-05-10,
1240012600,도로교차점,삼성광나루아파트입구,N,Samseonggwangnaruapateuipgu,127,38,1240006300,2008-05-10,
1230022600,도로교차점,방이중,Y,Bangijung,127,38,1230007300,2008-05-10,
1140014300,도로교차점,신전카센타,N,Sinjeonkasenta,127,38,1140004300,2008-05-10,
1170007300,도로교차점,미성빌딩앞,N,Miseongbildingap,127,37,1160001600,2008-05-10,
1160006000,도로교차점,키콕스벤쳐,N,Kikokseubencheo,127,37,1160002300,2008-05-10,
1040007500,도로교차점,워커힐APT,N,WokeohilAPT,127,38,1040001300,2008-05-10,
1160014100,도로교차점,현대3차아파트,N,Hyundai 3(sam)cha Apt.,127,38,1160004600,2008-05-10,
1160009000,도로교차점,한마음아파트삼거리,Y,Hanmaeumapateusamgeori,127,37,1160000800,2008-05-10,
1040006400,도로교차점,현대6단지,N,Hyeondae6-danji,127,38,1040003100,2008-05-10,
1230014600,도로교차점,가락PB(보),N,GarakPB(Bo),127,37,1230001100,2008-05-10,
1180001900,속성변화점,당산초등학교,N,Dangsan Elementary School,127,38,1180013300,2008-05-10,
1180019500,도로시설물,영등포지하차도북단,Y,Yeongdeungpojihachadobukdan,127,38,1180000300,2008-05-10,
1190003500,도로교차점,하종규한의원,N,Hajonggyuhanuiwon,127,37,1190001100,2008-05-10,
1020011100,도로시설물,단국대학교,Y,Dankook Univ.,127,38,1020002900,2008-05-10,
1180020000,도로교차점,우리농산,N,Urinongsan,127,38,1180006100,2008-05-10,
1230020900,도로교차점,소망빌딩,N,Somang Bldg.,127,38,1230006600,2008-05-10,
1140019300,도로교차점,박영동산부인과,N,Bagyeongdongsanbuingwa,127,38,1140010200,2008-05-10,
1180026100,도로교차점,동양웨딩홀앞,N,Dongyangwedinghorap,127,38,1180011600,2008-05-10,
1180012800,도로교차점,도림회관(보),N,Dorimhoegwan(Bo),127,38,1180004000,2008-05-10,
1240012100,도로교차점,고덕쇼핑,N,Godeoksyoping,127,38,1240005000,2008-05-10,
1160005500,도로교차점,삼화인쇄(주),N,Samhwainswae(Ju),127,37,1160002000,2008-05-10,
1160010600,도로시설물,구로5동21세기약국,Y,Guro5-dong21Segiyakguk,127,37,1160004000,2008-05-10,
1230012600,도로교차점,문정초교입구,N,Munjeongchogyoipgu,127,37,1230002600,2008-05-10,
1240010700,도로교차점,고덕주공9단지,N,Godeokjugong9-danji,127,38,1240004500,2008-05-10,
1180018400,도로교차점,우정아파트앞(우성아,N,Ujeongapateuap(Useonga,127,38,1180005200,2008-05-10,
1180028200,도로교차점,삼원빌딩앞,N,Samwonbildingap,127,38,1180009800,2008-05-10,
1180014000,도로교차점,우드프라자,N,Udeupeuraja,127,38,1180004200,2008-05-10,
1230019000,도로교차점,오금당약국,N,Ogeumdangyakguk,127,38,1230005500,2008-05-10,
1030007000,도로시설물,아남산업,Y,Anamsaneop,127,38,1030000600,2008-05-10,
1240011600,도로교차점,암사2동사무소,N,Amsa2Dongsamuso,127,38,1240005300,2008-05-10,
1160009900,속성변화점,구로초교,Y,Gurochogyo,127,37,1160003700,2008-05-10,
1200004900,도로교차점,삼성산주공APT,N,SamseongsanjugongAPT,127,37,1170001000,2008-05-10,
1180020100,도로교차점,KBS별관(보),N,KBSByeolgwan(Bo),127,38,1180005500,2008-05-10,
1030008400,도로교차점,응봉역앞,N,Eungbongyeogap,127,38,1030002700,2008-05-10,
1030008600,도로교차점,미건의료기앞,N,Migeonuiryogiap,127,38,1030002700,2008-05-10,
1230022200,도로교차점,시그마타워,N,Sigma Tower,127,38,1230001800,2008-05-10,
1230021700,도로교차점,경인약국,N,Gyeonginyakguk,127,38,1230007400,2008-05-10,
1170008000,도로교차점,가산동사무소,N,Gasandongsamuso,127,37,1160001600,2008-05-10,
1180026700,도로교차점,삼도오피스텔,N,Samdoopiseutel,127,38,1180042600,2008-05-10,
1180004700,도로교차점,신길시장,Y,Singilsijang,127,38,1180000300,2008-05-10,
1140017800,도로교차점,왕실아파트,N,Wangsil Apt.,127,38,1140008200,2008-05-10,
1240010200,도로교차점,천동초교,N,Cheondongchogyo,127,38,1240003200,2008-05-10,
1140015500,도로교차점,영등포여상사거리,N,Yeongdeungpoyeosangsageori,127,38,1140005700,2008-05-10,
1230012300,도로시설물,장지동사무소,Y,Jangjidongsamuso,127,37,1230002500,2008-05-10,
1230016700,도로교차점,성내제4교,N,Seongnaeje4Gyo,127,37,1230004000,2008-05-10,
1020012100,도로교차점,수원부동산,N,Suwonbudongsan,127,38,1020003700,2008-05-10,
1140012400,도로시설물,석암재활원,Y,Seogamjaehwarwon,127,38,1140000600,2008-05-10,
1240008600,도로교차점,예은빌딩앞,N,Yeeunbildingap,127,38,1230010500,2008-05-10,
1180027500,도로교차점,당산현대아파트,N,Dangsanhyeondae Apt.,127,38,1180014100,2008-05-10,
1180014800,도로시설물,도림고가도로남단,Y,Dorimgogadoronamdan,127,38,1180004200,2008-05-10,
1180013900,도로교차점,신길경찰서,N,Singilgyeongchalseo,127,38,1180004100,2008-05-10,
1100024900,도로교차점,노원구청,N,Nowon-gu Office,127,38,1100002100,2008-05-10,
1070013400,도로교차점,장위동우체국,N,Jangwidongucheguk,127,38,1070005700,2008-05-10,
1220028700,도로교차점,압구정제1동사무소,N,Apgujeongje1Dongsamuso,127,38,,2008-04-08,
1220029000,도로교차점,현대아파트75동,N,Hyundai Apt.75-dong,127,38,,2008-04-08,
1100027700,도로교차점,동일카센타,Y,Dongilkasenta,127,38,1100009800,2008-05-10,
1100022100,도로교차점,중계2동사무소앞,N,Junggye2Dongsamusoap,127,38,1100006500,2008-05-10,
1060012000,도로교차점,묵2동사무소,N,Muk2Dongsamuso,127,38,1060005700,2008-05-10,
1200011800,도로시설물,우용빌라,N,Uyongbilla,127,37,,2008-04-08,
1010006000,도로시종점,아카데미하우스500,N,Hotel Academyhouse500,127,38,,2008-04-08,
1180021100,도로교차점,교보생명,N,Kyobo Life,127,38,,2008-04-08,
1010000900,도로시설물,남산3호터널북단진출입,Y,Namsan3Hoteoneolbukdanjinchurip,127,38,,2008-04-08,
1020007600,도로교차점,대우아파트109동,N,Daewoo Apt.109-dong,127,38,,2008-04-08,
1220011200,도로시설물,개포우성6차아파트,Y,Gaepouseong6-cha Apt.,127,37,,2008-04-08,
1220011300,도로교차점,개포한라아파트,N,Gaepohalla Apt.,127,37,,2008-04-08,
1210015000,도로교차점,서초한양아파트3동앞,N,Seocho Hanyang Apt.3Dongap,127,38,,2008-04-08,
1030008700,도로교차점,동아리버그린아파트103동,N,Dongaribeogeurinapateu103-dong,127,38,,2008-04-08,
1050012200,도로교차점,장안지하차도남단,Y,Janganjihachadonamdan,127,38,1050002100,2008-05-10,
1030009900,도로교차점,마장동사무소앞,N,Majangdongsamusoap,127,38,1030005200,2008-05-10,
